item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
I000159,O00087,P008,1,62000.0,0,62000.0
I000160,O00087,P027,3,2530.0,5,7210.5
I000161,O00087,P055,2,1530.0,0,3060.0
I000162,O00088,P049,1,1370.0,10,1233.0
I000163,O00088,P051,1,540.0,0,540.0
I000164,O00088,P048,3,1950.0,20,4680.0
I000165,O00089,P001,2,21200.0,15,36040.0
I000166,O00089,P041,1,7420.0,5,7049.0
I000167,O00089,P051,1,540.0,0,540.0
I000168,O00089,P046,2,11290.0,10,20322.0
I000169,O00090,P062,2,2460.0,10,4428.0
I000170,O00090,P057,1,2740.0,5,2603.0
I000171,O00091,P010,1,13590.0,0,13590.0
I000172,O00092,P054,1,1370.0,10,1233.0
I000173,O00093,P019,2,490.0,10,882.0
I000174,O00093,P063,1,1260.0,0,1260.0
I000175,O00093,P038,1,650.0,5,617.5
I000176,O00093,P061,2,4830.0,0,9660.0
I000177,O00094,P012,1,2010.0,5,1909.5
I000178,O00094,P053,1,2110.0,20,1688.0
I000179,O00094,P001,2,21200.0,20,33920.0
I000180,O00094,P069,1,200.0,10,180.0
I000181,O00095,P058,1,2360.0,10,2124.0
I000182,O00095,P019,1,490.0,5,465.5
I000183,O00095,P033,1,420.0,0,420.0
I000184,O00095,P013,1,4090.0,10,3681.0
I000185,O00095,P006,1,59220.0,15,50337.0
I000186,O00096,P035,1,580.0,0,580.0
I000187,O00096,P054,1,1370.0,0,1370.0
I000188,O00096,P028,2,6340.0,0,12680.0
I000189,O00096,P039,1,280.0,5,266.0
I000190,O00097,P047,3,9730.0,20,23352.0
I000191,O00098,P050,1,2590.0,5,2460.5
I000192,O00098,P037,1,240.0,10,216.0
I000193,O00099,P038,1,650.0,5,617.5
I000194,O00099,P062,1,2460.0,10,2214.0
I000195,O00099,P040,1,520.0,0,520.0
I000196,O00099,P028,1,6340.0,15,5389.0
I000197,O00100,P047,2,9730.0,5,18487.0
I000198,O00101,P067,1,360.0,15,306.0
I000199,O00102,P024,1,13040.0,5,12388.0
I000200,O00102,P056,1,2020.0,15,1717.0
I000201,O00103,P064,1,4670.0,15,3969.5
I000202,O00104,P015,1,3400.0,5,3230.0
I000203,O00104,P013,2,4090.0,0,8180.0
I000204,O00105,P043,2,8050.0,0,16100.0
I000205,O00105,P056,2,2020.0,0,4040.0
I000206,O00106,P021,1,8640.0,10,7776.0
I000207,O00106,P027,1,2530.0,20,2024.0
I000208,O00107,P010,1,13590.0,15,11551.5
I000209,O00108,P067,2,360.0,5,684.0
I000210,O00109,P053,1,2110.0,15,1793.5
I000211,O00110,P003,1,38100.0,5,36195.0
I000212,O00111,P070,1,1890.0,5,1795.5
I000213,O00112,P038,1,650.0,10,585.0
I000214,O00113,P055,1,1530.0,0,1530.0
I000215,O00114,P057,1,2740.0,20,2192.0
I000216,O00114,P052,1,1210.0,5,1149.5
I000217,O00114,P065,1,4820.0,10,4338.0
I000218,O00115,P056,1,2020.0,20,1616.0
I000219,O00115,P019,2,490.0,0,980.0
I000220,O00116,P063,1,1260.0,0,1260.0
I000221,O00117,P040,1,520.0,15,442.0
I000222,O00117,P045,1,4700.0,5,4465.0
I000223,O00118,P040,2,520.0,10,936.0
I000224,O00119,P004,3,10490.0,0,31470.0
I000225,O00119,P014,1,960.0,0,960.0
I000226,O00119,P066,1,2310.0,20,1848.0
I000227,O00119,P060,1,1280.0,0,1280.0
I000228,O00120,P004,2,10490.0,15,17833.0
I000229,O00120,P031,1,230.0,0,230.0
I000230,O00121,P030,1,6280.0,15,5338.0
I000231,O00121,P047,2,9730.0,20,15568.0
I000232,O00122,P024,1,13040.0,10,11736.0
I000233,O00122,P017,1,2040.0,0,2040.0
I000234,O00122,P070,1,1890.0,0,1890.0
I000235,O00123,P028,1,6340.0,5,6023.0
I000236,O00124,P068,3,3150.0,5,8977.5
I000237,O00124,P018,1,4020.0,0,4020.0
I000238,O00124,P037,1,240.0,0,240.0
I000239,O00125,P052,2,1210.0,5,2299.0
I000240,O00126,P047,1,9730.0,5,9243.5
I000241,O00126,P016,1,490.0,10,441.0
I000242,O00126,P026,2,1340.0,15,2278.0
I000243,O00127,P022,1,9870.0,0,9870.0
I000244,O00127,P035,1,580.0,0,580.0
I000245,O00127,P049,1,1370.0,0,1370.0
I000246,O00128,P050,1,2590.0,0,2590.0
I000247,O00128,P057,1,2740.0,5,2603.0
I000248,O00128,P030,1,6280.0,5,5966.0
I000249,O00129,P005,2,68980.0,10,124164.0
I000250,O00130,P040,1,520.0,0,520.0
I000251,O00130,P041,3,7420.0,10,20034.0
I000252,O00131,P013,1,4090.0,20,3272.0
I000253,O00131,P021,1,8640.0,20,6912.0
I000254,O00131,P037,1,240.0,0,240.0
I000255,O00132,P014,3,960.0,10,2592.0
I000256,O00133,P020,1,2750.0,10,2475.0
I000257,O00133,P014,2,960.0,0,1920.0
I000258,O00133,P028,2,6340.0,10,11412.0
I000259,O00133,P068,1,3150.0,0,3150.0
I000260,O00134,P034,1,680.0,0,680.0
I000261,O00134,P062,1,2460.0,0,2460.0
I000262,O00135,P053,1,2110.0,0,2110.0
I000263,O00135,P005,3,68980.0,15,175899.0
I000264,O00136,P009,1,44390.0,0,44390.0
I000265,O00136,P039,1,280.0,15,238.0
I000266,O00136,P008,1,62000.0,0,62000.0
I000267,O00136,P050,1,2590.0,0,2590.0
I000268,O00137,P025,1,300.0,10,270.0
I000269,O00137,P033,1,420.0,15,357.0
I000270,O00137,P021,2,8640.0,10,15552.0
I000271,O00138,P011,1,1670.0,0,1670.0
I000272,O00138,P050,2,2590.0,10,4662.0
I000273,O00138,P003,1,38100.0,0,38100.0
I000274,O00139,P062,1,2460.0,15,2091.0
I000275,O00140,P064,2,4670.0,0,9340.0
I000276,O00141,P056,1,2020.0,5,1919.0
I000277,O00141,P007,1,68270.0,10,61443.0
I000278,O00142,P021,2,8640.0,0,17280.0
I000279,O00142,P051,1,540.0,0,540.0
I000280,O00143,P049,1,1370.0,5,1301.5
I000281,O00143,P032,3,220.0,0,660.0
I000282,O00144,P043,3,8050.0,5,22942.5
I000283,O00144,P068,1,3150.0,10,2835.0
I000284,O00145,P067,1,360.0,5,342.0
I000285,O00145,P070,1,1890.0,5,1795.5
I000286,O00145,P060,1,1280.0,15,1088.0
I000287,O00145,P025,1,300.0,20,240.0
I000288,O00146,P016,2,490.0,0,980.0
I000289,O00146,P001,1,21200.0,0,21200.0
I000290,O00147,P021,1,8640.0,0,8640.0
I000291,O00147,P069,1,200.0,0,200.0
I000292,O00147,P029,1,7290.0,0,7290.0
I000293,O00147,P053,1,2110.0,0,2110.0
I000294,O00148,P068,1,3150.0,15,2677.5
I000295,O00148,P065,3,4820.0,10,13014.0
I000296,O00148,P040,2,520.0,20,832.0
I000297,O00149,P028,1,6340.0,0,6340.0
I000298,O00149,P066,1,2310.0,5,2194.5
I000299,O00150,P040,1,520.0,0,520.0
I000300,O00150,P067,1,360.0,5,342.0
I000301,O00150,P024,1,13040.0,10,11736.0
I000302,O00150,P033,2,420.0,5,798.0
I000303,O00150,P023,1,14600.0,0,14600.0
I000304,O00151,P058,3,2360.0,15,6018.0
I000305,O00152,P047,1,9730.0,10,8757.0
I000306,O00153,P006,3,59220.0,0,177660.0
I000307,O00153,P054,1,1370.0,5,1301.5
I000308,O00154,P021,1,8640.0,5,8208.0
I000309,O00154,P065,1,4820.0,15,4097.0
I000310,O00154,P050,1,2590.0,0,2590.0
I000311,O00154,P010,1,13590.0,0,13590.0
I000312,O00155,P010,1,13590.0,5,12910.5
I000313,O00155,P061,1,4830.0,20,3864.0
I000314,O00156,P019,3,490.0,0,1470.0
I000315,O00156,P059,2,3330.0,5,6327.0
I000316,O00157,P025,1,300.0,5,285.0
I000317,O00157,P046,2,11290.0,20,18064.0
I000318,O00157,P032,1,220.0,10,198.0
I000319,O00157,P044,2,10800.0,0,21600.0
I000320,O00158,P004,1,10490.0,15,8916.5
I000321,O00159,P052,1,1210.0,0,1210.0
I000322,O00159,P032,3,220.0,10,594.0
I000323,O00159,P009,2,44390.0,5,84341.0
I000324,O00160,P056,1,2020.0,0,2020.0
I000325,O00160,P052,2,1210.0,0,2420.0
I000326,O00161,P044,1,10800.0,0,10800.0
I000327,O00161,P053,1,2110.0,15,1793.5
I000328,O00161,P026,1,1340.0,0,1340.0
I000329,O00161,P069,1,200.0,5,190.0
I000330,O00162,P014,2,960.0,0,1920.0
I000331,O00163,P048,1,1950.0,0,1950.0
I000332,O00164,P042,1,10580.0,10,9522.0
I000333,O00164,P014,2,960.0,0,1920.0
I000334,O00165,P056,1,2020.0,5,1919.0
I000335,O00165,P027,1,2530.0,5,2403.5
I000336,O00165,P038,3,650.0,20,1560.0
I000337,O00166,P012,1,2010.0,15,1708.5
I000338,O00166,P067,1,360.0,20,288.0
I000339,O00167,P045,3,4700.0,0,14100.0
I000340,O00167,P022,1,9870.0,0,9870.0
I000341,O00168,P057,1,2740.0,15,2329.0
I000342,O00169,P063,2,1260.0,10,2268.0
I000343,O00169,P017,1,2040.0,0,2040.0
I000344,O00169,P021,1,8640.0,10,7776.0
I000345,O00170,P032,1,220.0,5,209.0
I000346,O00171,P002,1,30040.0,0,30040.0
I000347,O00172,P003,2,38100.0,0,76200.0
I000348,O00172,P039,1,280.0,0,280.0
I000349,O00173,P047,2,9730.0,10,17514.0
I000350,O00174,P008,1,62000.0,20,49600.0
I000351,O00175,P004,2,10490.0,10,18882.0
I000352,O00175,P005,1,68980.0,0,68980.0
I000353,O00176,P009,3,44390.0,0,133170.0
I000354,O00177,P049,1,1370.0,0,1370.0
I000355,O00177,P067,1,360.0,0,360.0
I000356,O00177,P006,1,59220.0,5,56259.0
I000357,O00177,P014,1,960.0,0,960.0
I000358,O00177,P032,1,220.0,0,220.0
I000359,O00178,P053,1,2110.0,15,1793.5
I000360,O00179,P054,1,1370.0,0,1370.0
I000361,O00180,P048,3,1950.0,5,5557.5
I000362,O00180,P059,1,3330.0,15,2830.5
I000363,O00181,P018,2,4020.0,5,7638.0
I000364,O00181,P049,1,1370.0,20,1096.0
I000365,O00181,P003,1,38100.0,10,34290.0
I000366,O00181,P060,1,1280.0,10,1152.0
I000367,O00181,P010,3,13590.0,0,40770.0
I000368,O00182,P027,2,2530.0,0,5060.0
I000369,O00182,P018,1,4020.0,5,3819.0
I000370,O00182,P006,3,59220.0,10,159894.0
I000371,O00183,P011,1,1670.0,0,1670.0
I000372,O00183,P039,1,280.0,10,252.0
I000373,O00184,P031,1,230.0,0,230.0
I000374,O00184,P058,2,2360.0,10,4248.0
I000375,O00184,P004,1,10490.0,20,8392.0
I000376,O00184,P053,2,2110.0,20,3376.0
I000377,O00184,P041,1,7420.0,0,7420.0
I000378,O00185,P050,2,2590.0,10,4662.0
I000379,O00186,P023,2,14600.0,0,29200.0
I000380,O00186,P032,1,220.0,10,198.0
I000381,O00187,P024,1,13040.0,10,11736.0
I000382,O00187,P002,1,30040.0,0,30040.0
I000383,O00187,P043,1,8050.0,0,8050.0
I000384,O00187,P029,2,7290.0,5,13851.0
I000385,O00188,P045,1,4700.0,5,4465.0
I000386,O00188,P039,1,280.0,0,280.0
I000387,O00188,P001,1,21200.0,0,21200.0
I000388,O00189,P032,1,220.0,0,220.0
I000389,O00189,P009,3,44390.0,0,133170.0
I000390,O00190,P035,1,580.0,5,551.0
I000391,O00191,P014,1,960.0,0,960.0
I000392,O00192,P068,1,3150.0,0,3150.0
I000393,O00192,P041,3,7420.0,10,20034.0
I000394,O00192,P002,1,30040.0,0,30040.0
I000395,O00192,P012,1,2010.0,10,1809.0
I000396,O00193,P027,1,2530.0,5,2403.5
I000397,O00193,P031,3,230.0,10,621.0
I000398,O00194,P006,1,59220.0,15,50337.0
I000399,O00194,P016,1,490.0,5,465.5
I000400,O00195,P065,1,4820.0,0,4820.0
I000401,O00195,P055,2,1530.0,5,2907.0
I000402,O00196,P028,1,6340.0,0,6340.0
I000403,O00197,P042,1,10580.0,10,9522.0
I000404,O00197,P034,1,680.0,10,612.0
I000405,O00198,P021,2,8640.0,5,16416.0
I000406,O00198,P039,1,280.0,0,280.0
I000407,O00199,P060,1,1280.0,0,1280.0
I000408,O00199,P030,1,6280.0,5,5966.0
I000409,O00200,P003,2,38100.0,0,76200.0
I000410,O00201,P046,2,11290.0,0,22580.0
I000411,O00202,P056,3,2020.0,5,5757.0
I000412,O00203,P021,1,8640.0,0,8640.0
I000413,O00204,P029,1,7290.0,15,6196.5
I000414,O00205,P053,1,2110.0,0,2110.0
I000415,O00206,P061,1,4830.0,0,4830.0
I000416,O00206,P064,1,4670.0,5,4436.5
I000417,O00207,P044,2,10800.0,10,19440.0
I000418,O00208,P061,3,4830.0,20,11592.0
I000419,O00209,P048,3,1950.0,10,5265.0
I000420,O00210,P068,2,3150.0,15,5355.0
I000421,O00210,P045,1,4700.0,0,4700.0
I000422,O00211,P064,1,4670.0,0,4670.0
I000423,O00211,P050,1,2590.0,20,2072.0
I000424,O00212,P042,2,10580.0,10,19044.0
I000425,O00212,P068,1,3150.0,5,2992.5
I000426,O00212,P003,2,38100.0,15,64770.0
I000427,O00213,P023,2,14600.0,0,29200.0
I000428,O00213,P060,1,1280.0,0,1280.0
I000429,O00214,P010,1,13590.0,20,10872.0
I000430,O00214,P007,1,68270.0,10,61443.0
I000431,O00215,P051,3,540.0,5,1539.0
I000432,O00216,P060,1,1280.0,0,1280.0
I000433,O00217,P004,2,10490.0,0,20980.0
I000434,O00217,P003,1,38100.0,5,36195.0
I000435,O00218,P021,2,8640.0,10,15552.0
I000436,O00218,P044,2,10800.0,0,21600.0
I000437,O00218,P006,2,59220.0,5,112518.0
I000438,O00218,P040,1,520.0,0,520.0
I000439,O00219,P069,1,200.0,10,180.0
I000440,O00219,P067,1,360.0,5,342.0
I000441,O00220,P028,1,6340.0,20,5072.0
I000442,O00220,P043,2,8050.0,0,16100.0
I000443,O00221,P021,3,8640.0,0,25920.0
I000444,O00222,P049,2,1370.0,5,2603.0
I000445,O00222,P036,1,760.0,0,760.0
I000446,O00223,P049,1,1370.0,10,1233.0
I000447,O00224,P063,2,1260.0,5,2394.0
I000448,O00224,P016,1,490.0,5,465.5
I000449,O00224,P024,1,13040.0,10,11736.0
I000450,O00225,P025,1,300.0,0,300.0
I000451,O00225,P035,1,580.0,10,522.0
I000452,O00225,P024,1,13040.0,0,13040.0
I000453,O00226,P055,1,1530.0,0,1530.0
I000454,O00226,P057,3,2740.0,10,7398.0
I000455,O00226,P041,1,7420.0,5,7049.0
I000456,O00227,P040,1,520.0,0,520.0
I000457,O00227,P063,1,1260.0,0,1260.0
I000458,O00228,P007,1,68270.0,10,61443.0
I000459,O00229,P041,1,7420.0,0,7420.0
I000460,O00230,P005,2,68980.0,20,110368.0
I000461,O00230,P006,3,59220.0,0,177660.0
I000462,O00230,P060,3,1280.0,5,3648.0
I000463,O00230,P010,1,13590.0,10,12231.0
I000464,O00231,P057,3,2740.0,5,7809.0
I000465,O00231,P062,1,2460.0,5,2337.0
I000466,O00231,P021,2,8640.0,5,16416.0
I000467,O00231,P061,1,4830.0,10,4347.0
I000468,O00232,P011,1,1670.0,15,1419.5
I000469,O00233,P056,1,2020.0,5,1919.0
I000470,O00233,P028,2,6340.0,10,11412.0
I000471,O00234,P043,1,8050.0,0,8050.0
I000472,O00234,P019,1,490.0,0,490.0
I000473,O00235,P025,1,300.0,0,300.0
I000474,O00236,P045,1,4700.0,0,4700.0
I000475,O00237,P005,1,68980.0,20,55184.0
I000476,O00237,P058,2,2360.0,0,4720.0
I000477,O00237,P057,2,2740.0,20,4384.0
I000478,O00238,P066,1,2310.0,0,2310.0
I000479,O00238,P008,1,62000.0,20,49600.0
I000480,O00238,P018,1,4020.0,0,4020.0
I000481,O00239,P067,1,360.0,5,342.0
I000482,O00239,P046,2,11290.0,10,20322.0
I000483,O00239,P063,1,1260.0,0,1260.0
I000484,O00239,P044,1,10800.0,5,10260.0
I000485,O00240,P067,1,360.0,10,324.0
I000486,O00240,P040,1,520.0,10,468.0
I000487,O00241,P024,1,13040.0,10,11736.0
I000488,O00241,P016,2,490.0,5,931.0
I000489,O00241,P064,1,4670.0,10,4203.0
I000490,O00242,P018,3,4020.0,5,11457.0
I000491,O00242,P011,1,1670.0,5,1586.5
I000492,O00243,P070,1,1890.0,0,1890.0
I000493,O00243,P028,1,6340.0,5,6023.0
I000494,O00244,P018,2,4020.0,0,8040.0
I000495,O00245,P008,3,62000.0,0,186000.0
I000496,O00245,P025,1,300.0,10,270.0
I000497,O00246,P037,1,240.0,10,216.0
I000498,O00247,P046,2,11290.0,0,22580.0
I000499,O00247,P049,1,1370.0,0,1370.0
I000500,O00247,P026,1,1340.0,0,1340.0
I000501,O00248,P070,1,1890.0,0,1890.0
I000502,O00249,P039,1,280.0,15,238.0
I000503,O00250,P067,2,360.0,10,648.0
I000504,O00250,P038,2,650.0,5,1235.0
I000505,O00250,P005,2,68980.0,0,137960.0
I000506,O00251,P009,1,44390.0,15,37731.5
I000507,O00252,P062,1,2460.0,10,2214.0
I000508,O00253,P068,1,3150.0,0,3150.0
I000509,O00254,P057,1,2740.0,0,2740.0
I000510,O00254,P016,1,490.0,5,465.5
I000511,O00254,P043,1,8050.0,0,8050.0
I000512,O00255,P051,1,540.0,0,540.0
I000513,O00256,P070,1,1890.0,15,1606.5
I000514,O00256,P002,1,30040.0,0,30040.0
I000515,O00256,P029,1,7290.0,15,6196.5
I000516,O00256,P049,3,1370.0,20,3288.0
I000517,O00257,P045,1,4700.0,5,4465.0
I000518,O00257,P032,1,220.0,15,187.0
I000519,O00257,P068,2,3150.0,5,5985.0
I000520,O00258,P011,1,1670.0,20,1336.0
I000521,O00258,P038,1,650.0,0,650.0
I000522,O00258,P053,1,2110.0,10,1899.0
I000523,O00258,P023,1,14600.0,5,13870.0
I000524,O00259,P066,3,2310.0,5,6583.5
I000525,O00259,P048,1,1950.0,5,1852.5
I000526,O00259,P001,2,21200.0,0,42400.0
I000527,O00260,P026,2,1340.0,5,2546.0
I000528,O00260,P022,1,9870.0,0,9870.0
I000529,O00260,P062,1,2460.0,0,2460.0
I000530,O00261,P021,1,8640.0,20,6912.0
I000531,O00262,P040,1,520.0,10,468.0
I000532,O00262,P025,1,300.0,20,240.0
I000533,O00262,P036,1,760.0,0,760.0
I000534,O00263,P029,1,7290.0,10,6561.0
I000535,O00264,P030,1,6280.0,0,6280.0
I000536,O00265,P050,2,2590.0,10,4662.0
I000537,O00266,P050,2,2590.0,15,4403.0
I000538,O00266,P063,3,1260.0,0,3780.0
I000539,O00267,P058,1,2360.0,0,2360.0
I000540,O00268,P032,1,220.0,0,220.0
I000541,O00269,P028,1,6340.0,0,6340.0
I000542,O00270,P021,2,8640.0,10,15552.0
I000543,O00271,P020,1,2750.0,5,2612.5
I000544,O00271,P015,2,3400.0,5,6460.0
I000545,O00272,P060,2,1280.0,0,2560.0
I000546,O00272,P062,1,2460.0,0,2460.0
I000547,O00273,P047,2,9730.0,15,16541.0
I000548,O00273,P035,1,580.0,5,551.0
I000549,O00274,P031,1,230.0,10,207.0
I000550,O00275,P001,1,21200.0,0,21200.0
I000551,O00275,P036,1,760.0,5,722.0
I000552,O00276,P046,1,11290.0,0,11290.0
I000553,O00276,P049,1,1370.0,15,1164.5
I000554,O00276,P066,1,2310.0,10,2079.0
I000555,O00276,P035,1,580.0,15,493.0
I000556,O00276,P069,1,200.0,0,200.0
I000557,O00277,P042,1,10580.0,0,10580.0
I000558,O00278,P018,1,4020.0,0,4020.0
I000559,O00279,P049,1,1370.0,5,1301.5
I000560,O00279,P010,1,13590.0,0,13590.0
I000561,O00280,P003,1,38100.0,5,36195.0
I000562,O00281,P036,1,760.0,15,646.0
I000563,O00282,P006,1,59220.0,10,53298.0
I000564,O00282,P039,3,280.0,0,840.0
I000565,O00282,P014,2,960.0,0,1920.0
I000566,O00282,P013,1,4090.0,0,4090.0
I000567,O00282,P034,1,680.0,15,578.0
I000568,O00283,P036,1,760.0,5,722.0
